category,location,old,new
Node,10 — Compare / Result:I2001:3856;4015:3486;4013:2571:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 6/meta-box/UI / Section Title/Dividers / Horizontal,Dividers / Horizontal,UI / Divider / Horizontal
Node,10 — Compare / Result:I2001:3856;4015:3488:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 6/meta-box/date-created/icon,icon,UI / Icon
Instance property,10 — Compare / Result:I2001:3856;4015:3488:UI / Icon,icon style,Icon
Instance property value,10 — Compare / Result:I2001:3856;4015:3488:UI / Icon/Icon,icon-time,Time
Node,10 — Compare / Result:I2001:3856;4015:3491:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 6/meta-box/Headers / Section Title,Headers / Section Title,UI / Section Title
Node,10 — Compare / Result:I2001:3856;4015:3491;4013:2571:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 6/meta-box/UI / Section Title/Dividers / Horizontal,Dividers / Horizontal,UI / Divider / Horizontal
Node,10 — Compare / Result:I2001:3856;4015:3492:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 6/meta-box/Badges / Category,Badges / Category,UI / Category Badge
Node,10 — Compare / Result:I2001:3856;4015:3492;4009:3503:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 6/meta-box/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,10 — Compare / Result:I2001:3856;4015:3501:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/meta-box/Headers / Section Title,Headers / Section Title,UI / Section Title
Node,10 — Compare / Result:I2001:3856;4015:3501;4013:2571:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/meta-box/UI / Section Title/Dividers / Horizontal,Dividers / Horizontal,UI / Divider / Horizontal
Node,10 — Compare / Result:I2001:3856;4015:3495:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 7/meta-box/Headers / Section Title,Headers / Section Title,UI / Section Title
Node,10 — Compare / Result:I2001:3856;4015:3495;4013:2571:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 7/meta-box/UI / Section Title/Dividers / Horizontal,Dividers / Horizontal,UI / Divider / Horizontal
Node,10 — Compare / Result:I2001:3856;4015:3498:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 7/meta-box/Headers / Section Title,Headers / Section Title,UI / Section Title
Node,10 — Compare / Result:I2001:3856;4015:3498;4013:2571:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 7/meta-box/UI / Section Title/Dividers / Horizontal,Dividers / Horizontal,UI / Divider / Horizontal
Instance property,10 — Compare / Result:I2001:3856;4015:3499:prompt-selector,form,Type
Instance property value,10 — Compare / Result:I2001:3856;4015:3499:prompt-selector/Type,selector,Selector
Node,10 — Compare / Result:I2001:3856;4015:3499;73:1190:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 7/meta-box/prompt-selector/icon,icon,UI / Icon
Instance property,10 — Compare / Result:I2001:3856;4015:3499;73:1190:UI / Icon,icon style,Icon
Instance property value,10 — Compare / Result:I2001:3856;4015:3499;73:1190:UI / Icon/Icon,chevron-down,Chevron Down
Instance property,10 — Compare / Result:I2001:3857;48:822;73:1465:Chat / Toolbar,Icon Type,Icon
Instance property,10 — Compare / Result:I2001:3857;48:822;73:1466:Chat / Toolbar,Icon Type,Icon
Instance property,10 — Compare / Result:I2001:3857;48:822;73:1467:Chat / Toolbar,Icon Type,Icon
Instance property value,10 — Compare / Result:I2001:3857;48:822;73:1467:Chat / Toolbar/Icon,Reresh,Refresh
Instance property,10 — Compare / Result:I2001:3857;48:822;73:1499:Chat / Toolbar,Icon Type,Icon
Instance property,10 — Compare / Result:I2001:3857;48:822;73:1500:Chat / Toolbar,Icon Type,Icon
Instance property,10 — Compare / Result:I2001:3857;48:822;73:1501:Chat / Toolbar,Icon Type,Icon
Instance property value,10 — Compare / Result:I2001:3857;48:822;73:1501:Chat / Toolbar/Icon,Reresh,Refresh
Instance property,10 — Compare / Result:I2001:3857;4002:1699;4002:1572:add-files,icon style,Icon
Instance property value,10 — Compare / Result:I2001:3857;4002:1699;4002:1572:add-files/Icon,plus,Plus
Node,10 — Compare / Result:I2001:3857;4002:1699;4002:1574;73:1550:10 — Compare / Result/Compare / Result/main/prompt-section/Prompt / Editor/prompt-textarea-group/prompt-metadata-bar/Prompt / Model Selector/icon,icon,UI / Icon
Instance property,10 — Compare / Result:I2001:3857;4002:1699;4002:1574;73:1550:UI / Icon,icon style,Icon
Instance property value,10 — Compare / Result:I2001:3857;4002:1699;4002:1574;73:1550:UI / Icon/Icon,chevron-down,Chevron Down
Instance property,10 — Compare / Result:I2001:3857;4002:1699;4002:1694:enter-button,state,State
Node,10 — Compare / Result:I2001:3857;4002:1699;4002:1694;73:1199:10 — Compare / Result/Compare / Result/main/prompt-section/Prompt / Editor/prompt-textarea-group/prompt-metadata-bar/enter-button/icon,icon,UI / Icon
Instance property,10 — Compare / Result:I2001:3857;4002:1699;4002:1694;73:1199:UI / Icon,icon style,Icon
Instance property value,10 — Compare / Result:I2001:3857;4002:1699;4002:1694;73:1199:UI / Icon/Icon,arrow-up,Arrow Up
Node,10 — Compare / Result:2001:3859:10 — Compare / Result/Compare / Result/main/save-button/Button,Button,UI / Button
Node,Components:74:1860:Components/Director Elements/Feedback / File Box,Feedback / File Box,Feedback / File
Variant options,Components:77:3962:Feedback / Module/Module,"{""type"": ""VARIANT"", ""defaultValue"": ""Feedback"", ""variantOptions"": [""Feedback"", ""Compare"", ""Saved"", ""compare feedback""]}","{""type"": ""VARIANT"", ""defaultValue"": ""Feedback"", ""variantOptions"": [""Feedback"", ""Compare"", ""Saved"", ""Compare Result""]}"
Node,Components:4015:3404:Components/Director Elements/Feedback / Module/Module=compare feedback,Module=compare feedback,Module=Compare Result
Node,Components:77:4061:Components/Director Elements/Feedback / Feedback Panel,Feedback / Feedback Panel,Feedback / Panel
Variant options,Components:77:4061:Feedback / Panel/Module,"{""type"": ""VARIANT"", ""defaultValue"": ""section-imprint"", ""variantOptions"": [""tab navigation"", ""section-imprint""]}","{""type"": ""VARIANT"", ""defaultValue"": ""Feedback"", ""variantOptions"": [""Tabs"", ""Feedback""]}"
Node,Components:77:4060:Components/Director Elements/Feedback / Panel/Module=tab navigation,Module=tab navigation,Module=Tabs
Node,Components:77:4059:Components/Director Elements/Feedback / Panel/Module=section-imprint,Module=section-imprint,Module=Feedback
Node,Components:4015:2807:Components/Director Elements/Compare / Recommended Bar,Compare / Recommended Bar,Compare / Recommendation
Node,Components:4015:2625:Components/Director Elements/Compare / Recommendation/Compare Results,Compare Results,Compare / Results
Instance property value,Components:4015:2625:Compare / Results/State,active,Active
Node,Components:I4015:2625;4015:2572;4015:2531:Components/Director Elements/Compare / Recommendation/Compare / Results/compare-card-active/Image,Image,UI / Image
Instance property,Components:I4015:2625;4015:2572;4015:2531:UI / Image,Value,Image
Instance property value,Components:I4015:2625;4015:2572;4015:2531:UI / Image/Image,image-1,1
Node,Components:4015:2755:Components/Director Elements/Compare / Recommendation/Compare Results,Compare Results,Compare / Results
Instance property value,Components:4015:2755:Compare / Results/State,disabled,Disabled
Node,Components:I4015:2755;4015:2778:Components/Director Elements/Compare / Recommendation/Compare / Results/compare-card-disabled/Image,Image,UI / Image
Instance property,Components:I4015:2755;4015:2778:UI / Image,Value,Image
Instance property value,Components:I4015:2755;4015:2778:UI / Image/Image,image-1,1
Node,Components:4015:2746:Components/Director Elements/Compare / Recommendation/Compare Results,Compare Results,Compare / Results
Instance property value,Components:4015:2746:Compare / Results/State,disabled,Disabled
Node,Components:I4015:2746;4015:2778:Components/Director Elements/Compare / Recommendation/Compare / Results/compare-card-disabled/Image,Image,UI / Image
Instance property,Components:I4015:2746;4015:2778:UI / Image,Value,Image
Instance property value,Components:I4015:2746;4015:2778:UI / Image/Image,image-1,1
Node,Components:4015:2800:Components/Director Elements/Compare / Recommendation/Compare Results,Compare Results,Compare / Results
Instance property value,Components:4015:2800:Compare / Results/State,disabled,Disabled
Node,Components:I4015:2800;4015:2778:Components/Director Elements/Compare / Recommendation/Compare / Results/compare-card-disabled/Image,Image,UI / Image
Instance property,Components:I4015:2800;4015:2778:UI / Image,Value,Image
Instance property value,Components:I4015:2800;4015:2778:UI / Image/Image,image-1,1
Node,Components:4015:2588:Components/Director Elements/Compare Results,Compare Results,Compare / Results
Variant options,Components:4015:2588:Compare / Results/State,"{""type"": ""VARIANT"", ""defaultValue"": ""disabled"", ""variantOptions"": [""disabled"", ""active""]}","{""type"": ""VARIANT"", ""defaultValue"": ""Disabled"", ""variantOptions"": [""Disabled"", ""Active""]}"
Node,Components:4015:2586:Components/Director Elements/Compare / Results/State=disabled,State=disabled,State=Disabled
Node,Components:4015:2587:Components/Director Elements/Compare / Results/State=active,State=active,State=Active
Node,Components:84:3505:Components/Typography/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Variant options,Components:88:1128:Body / Medium 14px/Weight,"{""type"": ""VARIANT"", ""defaultValue"": ""ExtraLight"", ""variantOptions"": [""Regular"", ""Light"", ""ExtraLight"", ""Medium"", ""SemiBold"", ""Bold"", ""ExtraBold"", ""Weight8""]}","{""type"": ""VARIANT"", ""defaultValue"": ""ExtraLight"", ""variantOptions"": [""Regular"", ""Light"", ""ExtraLight"", ""Medium"", ""SemiBold"", ""Bold"", ""ExtraBold"", ""Unknown""]}"
Node,Components:4001:782:Components/Typography/Body / Medium 14px/Weight=Weight8,Weight=Weight8,Weight=Unknown
Variant options,Components:88:1209:Body / Extra Small 12px/Weight,"{""type"": ""VARIANT"", ""defaultValue"": ""ExtraLight"", ""variantOptions"": [""ExtraLight"", ""Light"", ""Regular"", ""Medium"", ""SemiBold"", ""Bold"", ""ExtraBoldy""]}","{""type"": ""VARIANT"", ""defaultValue"": ""ExtraLight"", ""variantOptions"": [""ExtraLight"", ""Light"", ""Regular"", ""Medium"", ""SemiBold"", ""Bold"", ""ExtraBold""]}"
Node,Components:88:1204:Components/Typography/Body / Extra Small 12px/Weight=ExtraBoldy,Weight=ExtraBoldy,Weight=ExtraBold
Node,Components:73:1550:Components/Prompt Composer/Prompt / Model Selector/icon,icon,UI / Icon
Instance property,Components:73:1550:UI / Icon,icon style,Icon
Instance property value,Components:73:1550:UI / Icon/Icon,chevron-down,Chevron Down
Node,Components:15:1066:Components/Prompt Composer/Prompt / Menu / Menu Item,Prompt / Menu / Menu Item,Prompt / Menu Item
Variant property,Components:15:1066:Prompt / Menu Item,state,State
Variant options,Components:15:1066:Prompt / Menu Item/State,"{""type"": ""VARIANT"", ""defaultValue"": ""default"", ""variantOptions"": [""default"", ""hover""]}","{""type"": ""VARIANT"", ""defaultValue"": ""Default"", ""variantOptions"": [""Default"", ""Hover""]}"
Node,Components:15:1065:Components/Prompt Composer/Prompt / Menu Item/state=default,state=default,State=Default
Node,Components:15:1064:Components/Prompt Composer/Prompt / Menu Item/state=hover,state=hover,State=Hover
Node,Components:2:5437:Components/Prompt Composer/Components / Prompt / Button,Components / Prompt / Button,Prompt / Button
Variant property,Components:2:5437:Prompt / Button,state,State
Variant options,Components:2:5437:Prompt / Button/State,"{""type"": ""VARIANT"", ""defaultValue"": ""Default"", ""variantOptions"": [""Default"", ""hover""]}","{""type"": ""VARIANT"", ""defaultValue"": ""Default"", ""variantOptions"": [""Default"", ""Hover""]}"
Node,Components:2:5436:Components/Prompt Composer/Prompt / Button/state=Default,state=Default,State=Default
Node,Components:2:5435:Components/Prompt Composer/Prompt / Button/state=hover,state=hover,State=Hover
Instance property,Components:73:1465:Chat / Toolbar,Icon Type,Icon
Instance property,Components:73:1466:Chat / Toolbar,Icon Type,Icon
Instance property,Components:73:1467:Chat / Toolbar,Icon Type,Icon
Instance property value,Components:73:1467:Chat / Toolbar/Icon,Reresh,Refresh
Instance property,Components:73:1499:Chat / Toolbar,Icon Type,Icon
Instance property,Components:73:1500:Chat / Toolbar,Icon Type,Icon
Instance property,Components:73:1501:Chat / Toolbar,Icon Type,Icon
Instance property value,Components:73:1501:Chat / Toolbar/Icon,Reresh,Refresh
Instance property,Components:I48:822;73:1465:Chat / Toolbar,Icon Type,Icon
Instance property,Components:I48:822;73:1466:Chat / Toolbar,Icon Type,Icon
Instance property,Components:I48:822;73:1467:Chat / Toolbar,Icon Type,Icon
Instance property value,Components:I48:822;73:1467:Chat / Toolbar/Icon,Reresh,Refresh
Instance property,Components:I48:822;73:1499:Chat / Toolbar,Icon Type,Icon
Instance property,Components:I48:822;73:1500:Chat / Toolbar,Icon Type,Icon
Instance property,Components:I48:822;73:1501:Chat / Toolbar,Icon Type,Icon
Instance property value,Components:I48:822;73:1501:Chat / Toolbar/Icon,Reresh,Refresh
Instance property,Components:I4002:1699;4002:1572:add-files,icon style,Icon
