category,location,old,new
Instance property value,04 — Projects:I93:11342;91:4048:UI / Icon/Icon,three-dots,More
Node,04 — Projects:I93:11342;4009:3745:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/UI / Card/Button,Button,UI / Button
Node,04 — Projects:93:11343:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,04 — Projects:I93:11343;91:4048:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/UI / Card/header/icon,icon,UI / Icon
Instance property,04 — Projects:I93:11343;91:4048:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I93:11343;91:4048:UI / Icon/Icon,three-dots,More
Node,04 — Projects:I93:11343;4009:3745:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/UI / Card/Button,Button,UI / Button
Node,04 — Projects:93:11344:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,04 — Projects:I93:11344;91:4048:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/UI / Card/header/icon,icon,UI / Icon
Instance property,04 — Projects:I93:11344;91:4048:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I93:11344;91:4048:UI / Icon/Icon,three-dots,More
Node,04 — Projects:I93:11344;4009:3745:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/UI / Card/Button,Button,UI / Button
Node,04 — Projects:93:11345:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,04 — Projects:I93:11345;91:4048:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/UI / Card/header/icon,icon,UI / Icon
Instance property,04 — Projects:I93:11345;91:4048:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I93:11345;91:4048:UI / Icon/Icon,three-dots,More
Node,04 — Projects:I93:11345;4009:3745:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/UI / Card/Button,Button,UI / Button
Node,04 — Projects:93:11346:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,04 — Projects:I93:11346;91:4048:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/UI / Card/header/icon,icon,UI / Icon
Instance property,04 — Projects:I93:11346;91:4048:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I93:11346;91:4048:UI / Icon/Icon,three-dots,More
Node,04 — Projects:I93:11346;4009:3745:04 — Projects/Projects / Legacy / Darkroom/main/project-data/project-grid/UI / Card/Button,Button,UI / Button
Node,04 — Projects:93:11708:04 — Projects/Projects / Quick View/Quick View / Side Drawer,Quick View / Side Drawer,Quick View / Drawer
Instance property,04 — Projects:I93:11708;93:8921:close,icon-type,Icon
Instance property value,04 — Projects:I93:11708;93:8921:close/Icon,button-close,Close
Node,04 — Projects:I93:11708;4011:5519:04 — Projects/Projects / Quick View/Quick View / Drawer/side-drawer-header/catagory / badges,catagory / badges,category-badges
Node,04 — Projects:I93:11708;4011:5520:04 — Projects/Projects / Quick View/Quick View / Drawer/side-drawer-header/category-badges/Badges / Category,Badges / Category,UI / Category Badge
Node,04 — Projects:I93:11708;4011:5520;4009:3503:04 — Projects/Projects / Quick View/Quick View / Drawer/side-drawer-header/category-badges/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,04 — Projects:I93:11708;4011:5521:04 — Projects/Projects / Quick View/Quick View / Drawer/side-drawer-header/category-badges/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,04 — Projects:I93:11708;4011:5521:UI / Category Badge/Color,Stale,Slate
Node,04 — Projects:I93:11708;4011:5521;4010:4315:04 — Projects/Projects / Quick View/Quick View / Drawer/side-drawer-header/category-badges/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Instance property,04 — Projects:I93:11708;4011:5551:Form / Field,form,Type
Instance property value,04 — Projects:I93:11708;4011:5551:Form / Field/Type,textarea-skyline,Textarea Skyline
Node,04 — Projects:I93:11708;4011:5541:04 — Projects/Projects / Quick View/Quick View / Drawer/prompt-reply/Button,Button,UI / Button
Instance property,04 — Projects:I93:11708;4011:5564:Form / Field,form,Type
Instance property value,04 — Projects:I93:11708;4011:5564:Form / Field/Type,textarea-skyline,Textarea Skyline
Node,04 — Projects:4011:5891:04 — Projects/Projects / Detail,Projects / Detail,Projects / Detail / Overview
Node,04 — Projects:4011:5893:04 — Projects/Projects / Detail / Overview/sidebar/Sidebar / Sidebar,Sidebar / Sidebar,Navigation / Sidebar
Node,04 — Projects:I4011:5893;14:679:04 — Projects/Projects / Detail / Overview/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I4011:5893;14:679:Navigation / Item,state,State
Instance property value,04 — Projects:I4011:5893;14:679:Navigation / Item/State,disabled,Disabled
Instance property,04 — Projects:I4011:5893;14:679:Navigation / Item,size,Size
Instance property value,04 — Projects:I4011:5893;14:679:Navigation / Item/Size,large,Large
Node,04 — Projects:I4011:5893;14:682:04 — Projects/Projects / Detail / Overview/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I4011:5893;14:682:Navigation / Item,state,State
Instance property value,04 — Projects:I4011:5893;14:682:Navigation / Item/State,disabled,Disabled
Instance property,04 — Projects:I4011:5893;14:682:Navigation / Item,size,Size
Instance property value,04 — Projects:I4011:5893;14:682:Navigation / Item/Size,large,Large
Node,04 — Projects:I4011:5893;14:684:04 — Projects/Projects / Detail / Overview/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I4011:5893;14:684:Navigation / Item,state,State
Instance property value,04 — Projects:I4011:5893;14:684:Navigation / Item/State,disabled,Disabled
Instance property,04 — Projects:I4011:5893;14:684:Navigation / Item,size,Size
Instance property value,04 — Projects:I4011:5893;14:684:Navigation / Item/Size,large,Large
Node,04 — Projects:I4011:5893;14:686:04 — Projects/Projects / Detail / Overview/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I4011:5893;14:686:Navigation / Item,state,State
Instance property value,04 — Projects:I4011:5893;14:686:Navigation / Item/State,active,Active
Instance property,04 — Projects:I4011:5893;14:686:Navigation / Item,size,Size
Instance property value,04 — Projects:I4011:5893;14:686:Navigation / Item/Size,large,Large
Node,04 — Projects:I4011:5893;14:688:04 — Projects/Projects / Detail / Overview/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I4011:5893;14:688:Navigation / Item,state,State
Instance property value,04 — Projects:I4011:5893;14:688:Navigation / Item/State,disabled,Disabled
Instance property,04 — Projects:I4011:5893;14:688:Navigation / Item,size,Size
Instance property value,04 — Projects:I4011:5893;14:688:Navigation / Item/Size,large,Large
Node,04 — Projects:I4011:5893;14:697:04 — Projects/Projects / Detail / Overview/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I4011:5893;14:697:Navigation / Item,state,State
Instance property value,04 — Projects:I4011:5893;14:697:Navigation / Item/State,disabled,Disabled
Instance property,04 — Projects:I4011:5893;14:697:Navigation / Item,size,Size
Instance property value,04 — Projects:I4011:5893;14:697:Navigation / Item/Size,large,Large
Instance property value,04 — Projects:4011:5895:topbar/Module,top bar with link,Top Bar with Link
Node,04 — Projects:I4011:5895;73:1074:04 — Projects/Projects / Detail / Overview/main/topbar/Button,Button,UI / Button
Node,04 — Projects:I4011:5895;73:1074;72:653:04 — Projects/Projects / Detail / Overview/main/topbar/UI / Button/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:5895;73:1074;72:653:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:5895;73:1074;72:653:UI / Icon/Icon,arrow-left,Arrow Left
Node,04 — Projects:I4011:5895;4010:4273:04 — Projects/Projects / Detail / Overview/main/topbar/Model Bar,Model Bar,UI / Model Bar
Instance property value,04 — Projects:I4011:5895;4010:4273;73:1125:UI / Status Badge/Status,active,Active
Node,04 — Projects:4011:5896:04 — Projects/Projects / Detail / Overview/main/Headers / Headers,Headers / Headers,UI / Header
Instance property,04 — Projects:4011:5896:UI / Header,type,Type
Instance property value,04 — Projects:4011:5896:UI / Header/Type,header with toolbar,Header with Toolbar
Node,04 — Projects:I4011:5896;93:8727;93:8832:04 — Projects/Projects / Detail / Overview/main/UI / Header/Project / Toolbar/toolbar-actions/Project / Toolbar,Project / Toolbar,Project / Toolbar Action
Instance property,04 — Projects:I4011:5896;93:8727;93:8832:Project / Toolbar Action,state,State
Instance property,04 — Projects:I4011:5896;93:8727;93:8832:Project / Toolbar Action,Icon Type,Icon
Node,04 — Projects:I4011:5896;93:8727;93:8687:04 — Projects/Projects / Detail / Overview/main/UI / Header/Project / Toolbar/toolbar-actions/Project / Toolbar,Project / Toolbar,Project / Toolbar Action
Instance property,04 — Projects:I4011:5896;93:8727;93:8687:Project / Toolbar Action,state,State
Instance property,04 — Projects:I4011:5896;93:8727;93:8687:Project / Toolbar Action,Icon Type,Icon
Node,04 — Projects:I4011:5896;93:8727;93:8688:04 — Projects/Projects / Detail / Overview/main/UI / Header/Project / Toolbar/toolbar-actions/Project / Toolbar,Project / Toolbar,Project / Toolbar Action
Instance property,04 — Projects:I4011:5896;93:8727;93:8688:Project / Toolbar Action,state,State
Instance property,04 — Projects:I4011:5896;93:8727;93:8688:Project / Toolbar Action,Icon Type,Icon
Instance property value,04 — Projects:I4011:5896;93:8727;93:8688:Project / Toolbar Action/Icon,Reresh,Refresh
Node,04 — Projects:4011:5897:04 — Projects/Projects / Detail / Overview/main/Frame 3/Tab / Tab Navigation,Tab / Tab Navigation,Navigation / Tabs
Node,04 — Projects:I4011:5897;31:1214:04 — Projects/Projects / Detail / Overview/main/Frame 3/Navigation / Tabs/Tab / Buttons,Tab / Buttons,Navigation / Tab
Instance property,04 — Projects:I4011:5897;31:1214:Navigation / Tab,state,State
Instance property value,04 — Projects:I4011:5897;31:1214:Navigation / Tab/State,active,Active
Instance property,04 — Projects:I4011:5897;31:1217:Tab,state,State
Instance property value,04 — Projects:I4011:5897;31:1217:Tab/State,disabled,Disabled
Node,04 — Projects:I4011:5897;80:4627:04 — Projects/Projects / Detail / Overview/main/Frame 3/Navigation / Tabs/Tab / Buttons,Tab / Buttons,Navigation / Tab
Instance property,04 — Projects:I4011:5897;80:4627:Navigation / Tab,state,State
Instance property value,04 — Projects:I4011:5897;80:4627:Navigation / Tab/State,disabled,Disabled
Node,04 — Projects:I4011:5897;4011:5690:04 — Projects/Projects / Detail / Overview/main/Frame 3/Navigation / Tabs/Tab / Buttons,Tab / Buttons,Navigation / Tab
Instance property,04 — Projects:I4011:5897;4011:5690:Navigation / Tab,state,State
Instance property value,04 — Projects:I4011:5897;4011:5690:Navigation / Tab/State,disabled,Disabled
Node,04 — Projects:4011:6159:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/project-summery,project-summery,project-summary
Node,04 — Projects:4011:6469:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/Frame 4,Frame 4,recent-sessions
Node,04 — Projects:I4011:6544;4011:6839:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/Frame 1,Frame 1,session-title
Node,04 — Projects:I4011:6544;4011:6832:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/session-title/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6544;4011:6832:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6544;4011:6832:UI / Icon/Icon,left-indent-image,Left Indent Image
Node,04 — Projects:I4011:6544;4011:6189:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/date-created/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6544;4011:6189:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6544;4011:6189:UI / Icon/Icon,icon-time,Time
Node,04 — Projects:I4011:6544;4012:7348:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/Frame 1,Frame 1,session-title
Node,04 — Projects:I4011:6544;4012:7349:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/session-title/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6544;4012:7349:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6544;4012:7349:UI / Icon/Icon,left-indent-image,Left Indent Image
Node,04 — Projects:I4011:6544;4012:7352:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/date-created/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6544;4012:7352:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6544;4012:7352:UI / Icon/Icon,icon-time,Time
Node,04 — Projects:I4011:6544;4012:7381:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/Frame 1,Frame 1,session-title
Node,04 — Projects:I4011:6544;4012:7382:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/session-title/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6544;4012:7382:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6544;4012:7382:UI / Icon/Icon,left-indent-image,Left Indent Image
Node,04 — Projects:I4011:6544;4012:7385:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/date-created/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6544;4012:7385:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6544;4012:7385:UI / Icon/Icon,icon-time,Time
Node,04 — Projects:I4011:6544;4012:7414:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/Frame 1,Frame 1,session-title
Node,04 — Projects:I4011:6544;4012:7415:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/session-title/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6544;4012:7415:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6544;4012:7415:UI / Icon/Icon,left-indent-image,Left Indent Image
Node,04 — Projects:I4011:6544;4012:7418:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/date-created/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6544;4012:7418:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6544;4012:7418:UI / Icon/Icon,icon-time,Time
Node,04 — Projects:I4011:6544;4012:7447:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/Frame 1,Frame 1,session-title
Node,04 — Projects:I4011:6544;4012:7448:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/session-title/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6544;4012:7448:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6544;4012:7448:UI / Icon/Icon,left-indent-image,Left Indent Image
Node,04 — Projects:I4011:6544;4012:7451:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/date-created/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6544;4012:7451:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6544;4012:7451:UI / Icon/Icon,icon-time,Time
Node,04 — Projects:I4011:6577;4011:6839:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/Frame 1,Frame 1,session-title
Node,04 — Projects:I4011:6577;4011:6832:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/session-title/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6577;4011:6832:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6577;4011:6832:UI / Icon/Icon,left-indent-image,Left Indent Image
Node,04 — Projects:I4011:6577;4011:6189:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/date-created/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6577;4011:6189:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6577;4011:6189:UI / Icon/Icon,icon-time,Time
Node,04 — Projects:I4011:6577;4012:7348:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/Frame 1,Frame 1,session-title
Node,04 — Projects:I4011:6577;4012:7349:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/session-title/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6577;4012:7349:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6577;4012:7349:UI / Icon/Icon,left-indent-image,Left Indent Image
Node,04 — Projects:I4011:6577;4012:7352:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/date-created/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6577;4012:7352:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6577;4012:7352:UI / Icon/Icon,icon-time,Time
Node,04 — Projects:I4011:6577;4012:7381:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/Frame 1,Frame 1,session-title
Node,04 — Projects:I4011:6577;4012:7382:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/session-title/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6577;4012:7382:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6577;4012:7382:UI / Icon/Icon,left-indent-image,Left Indent Image
Node,04 — Projects:I4011:6577;4012:7385:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/date-created/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6577;4012:7385:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6577;4012:7385:UI / Icon/Icon,icon-time,Time
Node,04 — Projects:I4011:6577;4012:7414:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/Frame 1,Frame 1,session-title
Node,04 — Projects:I4011:6577;4012:7415:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/session-title/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6577;4012:7415:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6577;4012:7415:UI / Icon/Icon,left-indent-image,Left Indent Image
Node,04 — Projects:I4011:6577;4012:7418:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/date-created/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6577;4012:7418:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6577;4012:7418:UI / Icon/Icon,icon-time,Time
Node,04 — Projects:I4011:6577;4012:7447:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/Frame 1,Frame 1,session-title
Node,04 — Projects:I4011:6577;4012:7448:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/session-title/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6577;4012:7448:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6577;4012:7448:UI / Icon/Icon,left-indent-image,Left Indent Image
Node,04 — Projects:I4011:6577;4012:7451:04 — Projects/Projects / Detail / Overview/main/Frame 3/project-data/latest-activity/recent-sessions/Project / Session Card/feedback-title/date-created/icon,icon,UI / Icon
Instance property,04 — Projects:I4011:6577;4012:7451:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I4011:6577;4012:7451:UI / Icon/Icon,icon-time,Time
Node,04 — Projects:93:11503:04 — Projects/Projects / Detail,Projects / Detail,Projects / Detail / Feedback
Node,04 — Projects:2001:3807:04 — Projects/Projects / Detail / Feedback/sidebar/Sidebar / Sidebar,Sidebar / Sidebar,Navigation / Sidebar
Node,04 — Projects:I2001:3807;14:679:04 — Projects/Projects / Detail / Feedback/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I2001:3807;14:679:Navigation / Item,state,State
Instance property value,04 — Projects:I2001:3807;14:679:Navigation / Item/State,disabled,Disabled
Instance property,04 — Projects:I2001:3807;14:679:Navigation / Item,size,Size
Instance property value,04 — Projects:I2001:3807;14:679:Navigation / Item/Size,large,Large
Node,04 — Projects:I2001:3807;14:682:04 — Projects/Projects / Detail / Feedback/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I2001:3807;14:682:Navigation / Item,state,State
Instance property value,04 — Projects:I2001:3807;14:682:Navigation / Item/State,disabled,Disabled
Instance property,04 — Projects:I2001:3807;14:682:Navigation / Item,size,Size
Instance property value,04 — Projects:I2001:3807;14:682:Navigation / Item/Size,large,Large
Node,04 — Projects:I2001:3807;14:684:04 — Projects/Projects / Detail / Feedback/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I2001:3807;14:684:Navigation / Item,state,State
Instance property value,04 — Projects:I2001:3807;14:684:Navigation / Item/State,disabled,Disabled
Instance property,04 — Projects:I2001:3807;14:684:Navigation / Item,size,Size
Instance property value,04 — Projects:I2001:3807;14:684:Navigation / Item/Size,large,Large
Node,04 — Projects:I2001:3807;14:686:04 — Projects/Projects / Detail / Feedback/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I2001:3807;14:686:Navigation / Item,state,State
Instance property value,04 — Projects:I2001:3807;14:686:Navigation / Item/State,active,Active
Instance property,04 — Projects:I2001:3807;14:686:Navigation / Item,size,Size
Instance property value,04 — Projects:I2001:3807;14:686:Navigation / Item/Size,large,Large
Node,04 — Projects:I2001:3807;14:688:04 — Projects/Projects / Detail / Feedback/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I2001:3807;14:688:Navigation / Item,state,State
Instance property value,04 — Projects:I2001:3807;14:688:Navigation / Item/State,disabled,Disabled
Instance property,04 — Projects:I2001:3807;14:688:Navigation / Item,size,Size
Instance property value,04 — Projects:I2001:3807;14:688:Navigation / Item/Size,large,Large
Node,04 — Projects:I2001:3807;14:697:04 — Projects/Projects / Detail / Feedback/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,04 — Projects:I2001:3807;14:697:Navigation / Item,state,State
Instance property value,04 — Projects:I2001:3807;14:697:Navigation / Item/State,disabled,Disabled
Instance property,04 — Projects:I2001:3807;14:697:Navigation / Item,size,Size
Instance property value,04 — Projects:I2001:3807;14:697:Navigation / Item/Size,large,Large
Instance property value,04 — Projects:93:11507:topbar/Module,top bar with link,Top Bar with Link
Node,04 — Projects:I93:11507;73:1074:04 — Projects/Projects / Detail / Feedback/main/topbar/Button,Button,UI / Button
Node,04 — Projects:I93:11507;73:1074;72:653:04 — Projects/Projects / Detail / Feedback/main/topbar/UI / Button/icon,icon,UI / Icon
Instance property,04 — Projects:I93:11507;73:1074;72:653:UI / Icon,icon style,Icon
Instance property value,04 — Projects:I93:11507;73:1074;72:653:UI / Icon/Icon,arrow-left,Arrow Left
Node,04 — Projects:I93:11507;4010:4273:04 — Projects/Projects / Detail / Feedback/main/topbar/Model Bar,Model Bar,UI / Model Bar
Instance property value,04 — Projects:I93:11507;4010:4273;73:1125:UI / Status Badge/Status,active,Active
Node,04 — Projects:93:11508:04 — Projects/Projects / Detail / Feedback/main/Headers / Headers,Headers / Headers,UI / Header
Instance property,04 — Projects:93:11508:UI / Header,type,Type
Instance property value,04 — Projects:93:11508:UI / Header/Type,Header full toolbar,Header Full Toolbar
Node,04 — Projects:I93:11508;4007:4453;93:8832:04 — Projects/Projects / Detail / Feedback/main/UI / Header/Project / Toolbar/toolbar-actions/Project / Toolbar,Project / Toolbar,Project / Toolbar Action
Instance property,04 — Projects:I93:11508;4007:4453;93:8832:Project / Toolbar Action,state,State
Instance property,04 — Projects:I93:11508;4007:4453;93:8832:Project / Toolbar Action,Icon Type,Icon
Node,04 — Projects:I93:11508;4007:4453;93:8687:04 — Projects/Projects / Detail / Feedback/main/UI / Header/Project / Toolbar/toolbar-actions/Project / Toolbar,Project / Toolbar,Project / Toolbar Action
Instance property,04 — Projects:I93:11508;4007:4453;93:8687:Project / Toolbar Action,state,State
Instance property,04 — Projects:I93:11508;4007:4453;93:8687:Project / Toolbar Action,Icon Type,Icon
Node,04 — Projects:I93:11508;4007:4453;93:8688:04 — Projects/Projects / Detail / Feedback/main/UI / Header/Project / Toolbar/toolbar-actions/Project / Toolbar,Project / Toolbar,Project / Toolbar Action
Instance property,04 — Projects:I93:11508;4007:4453;93:8688:Project / Toolbar Action,state,State
Instance property,04 — Projects:I93:11508;4007:4453;93:8688:Project / Toolbar Action,Icon Type,Icon
Instance property value,04 — Projects:I93:11508;4007:4453;93:8688:Project / Toolbar Action/Icon,Reresh,Refresh
Node,04 — Projects:4011:5580:04 — Projects/Projects / Detail / Feedback/main/Tab / Tab Navigation,Tab / Tab Navigation,Navigation / Tabs
Node,04 — Projects:I4011:5580;31:1214:04 — Projects/Projects / Detail / Feedback/main/Navigation / Tabs/Tab / Buttons,Tab / Buttons,Navigation / Tab
Instance property,04 — Projects:I4011:5580;31:1214:Navigation / Tab,state,State
Instance property value,04 — Projects:I4011:5580;31:1214:Navigation / Tab/State,disabled,Disabled
Node,04 — Projects:I4011:5580;31:1217:04 — Projects/Projects / Detail / Feedback/main/Navigation / Tabs/Tab / Buttons,Tab / Buttons,Navigation / Tab
Instance property,04 — Projects:I4011:5580;31:1217:Navigation / Tab,state,State
Instance property value,04 — Projects:I4011:5580;31:1217:Navigation / Tab/State,active,Active
Node,04 — Projects:I4011:5580;80:4627:04 — Projects/Projects / Detail / Feedback/main/Navigation / Tabs/Tab / Buttons,Tab / Buttons,Navigation / Tab
Instance property,04 — Projects:I4011:5580;80:4627:Navigation / Tab,state,State
Instance property value,04 — Projects:I4011:5580;80:4627:Navigation / Tab/State,disabled,Disabled
Node,04 — Projects:I4011:5580;4011:5690:04 — Projects/Projects / Detail / Feedback/main/Navigation / Tabs/Tab / Buttons,Tab / Buttons,Navigation / Tab
Instance property,04 — Projects:I4011:5580;4011:5690:Navigation / Tab,state,State
Instance property value,04 — Projects:I4011:5580;4011:5690:Navigation / Tab/State,disabled,Disabled
Instance property,04 — Projects:93:11522:grid-item,state,State
Instance property value,04 — Projects:93:11522:grid-item/State,default,Default
Instance property,04 — Projects:93:11523:grid-item,state,State
